gse,title,data_type,score,tier,n_samples,n_young,n_old,age_min_months,age_max_months,sexes,metadata_completeness,sample_types,tissues,cell_types,flags,pubmed_ids,geo_url
GSE206115,Parenchymal border macrophages regulate CSF flow dynamics [CLO depletion],single-cell RNA-seq,67.0,usable with curation,2,1,0,2.3,2.3,male,1.0,tissue,brain,,single_sex;single_cell;treatment_present;few_samples,36352225,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE206115
GSE145454,Ubiquitin ligase COP1 suppresses microglia-mediated inflammation ,bulk RNA-seq,66.7,usable with curation,24,2,3,1.61,1.61,,0.5417,"isolated cells, primary culture, tissue","bone marrow, brain","macrophage, microglia",age_inferred;qualitative_age;sex_not_reported;under_replicated;genotype_mixed;treatment_present;multi_assay;non_expression_samples,32795415,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE145454
GSE282130,Tlr7 Drives Sex Differences in Age- and AD-related Demyelination [bulk RNAseq],bulk RNA-seq,66.4,usable with curation,69,0,0,5.5,12.12,"female, male",0.9094,"isolated cells, tissue",hippocampus,microglia,age_unit_missing;age_unreadable;genotype_mixed;treatment_present,39607927,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE282130
GSE250280,Opposing role of phagocytic receptors MERTK and AXL in Progranulin deficient FTD,bulk RNA-seq,66.2,usable with curation,39,0,7,8.0,1176.0,"female, male",0.9038,"not stated, tissue",thalamus,,genotype_mixed;mixed_organisms,40596721;40913764;41648346;41684752,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE250280
GSE270383,Spatial Mapping of Mouse Brain Aging through Indexed Sequencing,single-cell RNA-seq,65.5,usable with curation,26,0,0,,,female,0.9615,tissue,brain,,age_inferred;qualitative_age;single_sex;single_cell;treatment_present;multi_assay;non_expression_samples,39149282;42120609,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE270383
GSE151459,P16 positive microglia population identified in the aged mouse brain ,single-cell RNA-seq,65.3,usable with curation,12,0,2,25.99,26.68,"female, male",0.9583,tissue,brain,,single_cell;genotype_mixed,34598318,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE151459
GSE267545,Microglia protect against age-associated brain pathologies,single-cell RNA-seq,65.0,usable with curation,30,0,0,1.0,12.0,"female, male",0.95,"not stated, tissue","brain, cerebral cortex, hippocampus, thalamus",,single_cell;genotype_mixed,38897208,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE267545
GSE179358,Microglia aging progresses through functional intermediate steps,single-cell RNA-seq,64.5,usable with curation,4,1,2,6.0,24.0,,0.75,isolated cells,hippocampus,microglia,sex_not_reported;single_cell;under_replicated;no_publication,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE179358
GSE310666,The Role of Supraoptic Hypothalamic Arginine Vasopressin Neurons in Aging-Associated Water Balance and Thermoregulatory Deficits,single-cell RNA-seq,64.5,usable with curation,2,1,1,3.0,22.0,male,0.75,tissue,hypothalamus,,single_sex;single_cell;under_replicated;no_publication;few_samples,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE310666
GSE108595,Expression data from sorted humanized TREM2 murine microglia,microarray,64.0,usable with curation,9,0,0,8.5,8.5,"female, male",1.0,isolated cells,,microglia,genotype_mixed,29321225,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE108595
GSE108825,Abnormal microglia and enhanced inflammation-related gene transcription in mice with conditional deletion of Ctcf in Camk2a-Cre-expressing neurons [Whole_HC_CTCF],microarray,64.0,usable with curation,8,0,0,3.68,4.83,"female, male, mixed",1.0,tissue,hippocampus,,pooled_samples;genotype_mixed,29133437,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE108825
GSE108826,Abnormal microglia and enhanced inflammation-related gene transcription in mice with conditional deletion of Ctcf in Camk2a-Cre-expressing neurons [RPL_HC_CTCF],microarray,64.0,usable with curation,8,4,0,3.0,3.0,"female, male",1.0,tissue,hippocampus,,genotype_mixed,29133437,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE108826
GSE227606,"Transcriptional regulation of microglia priming by IRF7, IRF9 and SMAD3 in accelerated aging mice [RNA-seq]",bulk RNA-seq,62.5,usable with curation,16,4,0,1.38,2.76,"female, male",1.0,isolated cells,brain,microglia,genotype_mixed;no_publication,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE227606
GSE213020,A Cre-deleter specific for embryo-derived brain macrophages reveals distinct features of microglia and border macrophages,single-cell RNA-seq,61.7,usable with curation,17,0,0,1.61,1.61,"female, male",0.8676,"isolated cells, tissue",brain,,single_cell;genotype_mixed;multi_assay;non_expression_samples,36791722,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE213020
GSE168137,Systematic Phenotyping and Characterization of the 5xFAD mouse model of Alzheimer’s Disease,bulk RNA-seq,60.0,usable with curation,192,0,0,,,"female, male",0.75,tissue,"cerebral cortex, hippocampus",,no_age,34654824,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE168137
GSE287770,Simultaneous profiling of native-state proteomes and transcriptomes of neural cell types using proximity labeling,bulk RNA-seq,60.0,usable with curation,68,0,0,,,"female, male",0.75,"cell line, isolated cells, tissue","cerebral cortex, kidney","astrocyte, microglia, neuron",no_age;cell_line;genotype_mixed;treatment_present;mixed_organisms;multi_assay;non_expression_samples,41917013,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE287770
GSE266332,Characterization of the ocular inflammatory response to AAV reveals divergence by sex and age,bulk RNA-seq,60.0,usable with curation,64,0,0,,,"female, male",0.75,isolated cells,retina,microglia,no_age;genotype_mixed;treatment_present,39825566,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE266332
GSE269239,Mitochondrial respiration in microglia is essential for response to demyelinating injury but not proliferation,bulk RNA-seq,60.0,usable with curation,64,0,0,,,,0.75,isolated cells,brain,microglia,qualitative_age;sex_not_reported;genotype_mixed;treatment_present,39048801,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE269239
GSE137028,Transcriptomic profiling of microglia and astrocytes throughout aging,bulk RNA-seq,60.0,usable with curation,60,36,0,2.0,12.0,,0.75,tissue,brain,,sex_not_reported,32238175,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE137028
GSE298240,Inhibition of p38 MAPK after repetitive mild TBI ameliorates immune signaling and behavioral deficit,bulk RNA-seq,60.0,usable with curation,58,0,0,,,"female, male",0.75,tissue,cerebral cortex,,no_age;treatment_present,41618372,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE298240
GSE98142,Differential impact of Dicer deficiency on microglia of the developing and adult brain (Bulk RNA-Seq),bulk RNA-seq,60.0,usable with curation,46,35,0,0.0,2.53,,0.75,isolated cells,brain,microglia,sex_not_reported,28636953,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE98142
GSE93824,Role of Microglial C5aR1 in the Arctic Alzheimer’s Disease Mouse Model,bulk RNA-seq,60.0,usable with curation,32,4,0,2.0,10.5,,0.75,isolated cells,,microglia,sex_not_reported;genotype_mixed,28923083,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE93824
GSE78747,"GRN knockout, sorted brain cells",bulk RNA-seq,60.0,usable with curation,29,0,0,,,"female, male",0.75,isolated cells,brain,,no_age;genotype_mixed,28778989,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE78747
GSE153331,Glial Reactivity and Cognitive Decline Follow Chronic Heterochromatin Loss in Neurons,bulk RNA-seq,60.0,usable with curation,25,4,0,3.0,13.0,,0.75,"not stated, tissue",hippocampus,,age_inferred;sex_not_reported;genotype_mixed;treatment_present;multi_assay;non_expression_samples,40781223,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE153331
GSE214514,Microglial gene expression in Bmal1 cKO and WT mice,bulk RNA-seq,60.0,usable with curation,25,0,0,,,,0.75,isolated cells,,microglia,qualitative_age;sex_not_reported;genotype_mixed,36829230,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE214514
GSE164675,C9orf72 deficiency promotes microglial mediated synaptic loss in aging and amyloid accumulation [bulk RNA-seq],bulk RNA-seq,60.0,usable with curation,24,4,0,3.0,17.0,,0.75,isolated cells,,microglia,sex_not_reported;genotype_mixed,34133945,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE164675
GSE168428,"Identification and drug-induced reversion of molecular signatures of Alzheimer´s disease onset and progression in AppNL-G-F, AppNL-F and 3xTg-AD mouse models (RNA-seq: WT/3xTg)",bulk RNA-seq,60.0,usable with curation,24,4,0,3.0,15.0,,0.75,tissue,hippocampus,,sex_not_reported;genotype_mixed,34702310,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE168428
GSE173254,Young blood-derived platelet factors abate inflammation and rescue recognition in aging.,bulk RNA-seq,60.0,usable with curation,24,0,0,,,,0.75,"isolated cells, tissue",hippocampus,microglia,qualitative_age;sex_not_reported;treatment_present,37587343,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE173254
GSE236627,Multi-omic profiling of Müller cells in diabetic retinopathy identifies the glucocorticoid receptor as a master regulator of the gliotic response,bulk RNA-seq,60.0,usable with curation,24,12,0,5.52,5.52,,0.75,"isolated cells, tissue",retina,"endothelial cell, microglia, neuron",sex_not_reported;genotype_mixed;non_expression_samples,38273366,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE236627
GSE254103,Alzheimer’s disease-linked risk alleles elevate microglial cGAS-associated senescence and neurodegeneration in a tauopathy model [bulk_RNAseq],bulk RNA-seq,60.0,usable with curation,24,0,0,0.03,0.03,,0.75,isolated cells,cerebral cortex,microglia,sex_not_reported;genotype_mixed;treatment_present,39353433,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE254103
GSE196737,Microglia renewal in old mice enhances the cellular fitness to cope with stroke,bulk RNA-seq,60.0,usable with curation,23,0,0,,,female,0.75,isolated cells,brain,microglia,no_age;single_sex,36541061,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE196737
GSE309404,Antagonizing Il10 and Il4 signaling via intracerebral decoy receptor expression attenuates Aβ accumulation,bulk RNA-seq,60.0,usable with curation,23,0,0,,,"female, male",0.75,tissue,brain,,no_age;genotype_mixed;treatment_present,40055831,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE309404
GSE79252,Microglia  self-renewal comprises context-dependent random or clonal expansion.,bulk RNA-seq,60.0,usable with curation,21,21,0,1.84,2.76,,0.75,tissue,brain,,sex_not_reported,28414331,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE79252
GSE272069,The impact of inactivation of the GH/IGF axis during aging on healthspan,bulk RNA-seq,60.0,usable with curation,20,0,0,,,"female, male",0.75,tissue,liver,,no_age;genotype_mixed,39535693,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE272069
GSE116613,TBK1 suppresses RIPK1-driven apoptosis and inflammation during development and in aging,bulk RNA-seq,60.0,usable with curation,18,0,0,0.07,0.07,,0.75,isolated cells,brain,microglia,sex_not_reported;genotype_mixed,30146158,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE116613
GSE243748,SEX-DEPENDENT APOE4 NEUTROPHIL-MICROGLIA INTERACTIONS DRIVE COGNITIVE IMPAIRMENT IN ALZHEIMER'S DISEASE [Mouse_Neutro_Spleen_APOE3_4],bulk RNA-seq,60.0,usable with curation,18,0,0,,,female,0.75,isolated cells,,neutrophil,no_age;single_sex;genotype_mixed;treatment_present,38961225,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE243748
GSE243747,SEX-DEPENDENT APOE4 NEUTROPHIL-MICROGLIA INTERACTIONS DRIVE COGNITIVE IMPAIRMENT IN ALZHEIMER'S DISEASE [Mouse_Microglia_APOE3_4],bulk RNA-seq,60.0,usable with curation,16,0,0,,,female,0.75,isolated cells,,microglia,no_age;single_sex;genotype_mixed;treatment_present,38961225,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE243747
GSE262426,Insulin resistance alters cortical inhibitory neurons and microglia to exacerbate Alzheimer’s knock-in mouse phenotypes ,bulk RNA-seq,60.0,usable with curation,16,0,0,,,"female, male",0.75,tissue,hippocampus,,no_age;genotype_mixed;treatment_present,40964391,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE262426
GSE294816,p16-expressing microglia and endothelial cells promote tauopathy and neurovascular abnormalities in PS19 mice,bulk RNA-seq,60.0,usable with curation,16,0,0,,,female,0.75,tissue,hippocampus,,no_age;single_sex;genotype_mixed,40381614,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294816
GSE131213,RNA-seq of murine primary adult stem cells of Trrap inducible knockout Mus musculus with and without 4-OHT treatment,bulk RNA-seq,60.0,usable with curation,15,0,0,2.0,2.0,"female, male",0.75,not stated,,,genotype_mixed;treatment_present,33594975,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE131213
GSE149661,CD8+ T-cells infiltrate Alzheimer’s disease brains and regulate neuronal- and synapse-related gene expression in APP-PS1 transgenic mice,bulk RNA-seq,60.0,usable with curation,15,0,0,,,"female, male",0.75,tissue,brain,,no_age;treatment_present,32479993,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE149661
GSE192964,Autophagy restricts senescence and enables microglia to engage amyloid plagues in neuroprotection,bulk RNA-seq,60.0,usable with curation,15,0,0,8.0,8.0,,0.75,"isolated cells, tissue",brain,microglia,sex_not_reported;genotype_mixed;treatment_present,37231161,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE192964
GSE89482,Gene Expression in Cx3cr1-GFP+ Cells in PS2APP Alzheimer's Disease mice,bulk RNA-seq,60.0,usable with curation,15,0,0,14.0,15.0,,0.75,isolated cells,cerebral cortex,microglia,sex_not_reported;genotype_mixed,29346778,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE89482
GSE127543,RNA-seq of microglia isolated from aged mice treated with IgG or anti-CD22.,bulk RNA-seq,60.0,usable with curation,14,0,14,18.0,18.0,,0.75,isolated cells,,microglia,sex_not_reported,30944478,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE127543
GSE243749,SEX-DEPENDENT APOE4 NEUTROPHIL-MICROGLIA INTERACTIONS DRIVE COGNITIVE IMPAIRMENT IN ALZHEIMER'S DISEASE [Neutrophils_Spleen_Brain_E3_E4],bulk RNA-seq,60.0,usable with curation,13,0,0,,,female,0.75,isolated cells,"brain, spleen",neutrophil,no_age;single_sex;genotype_mixed,38961225,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE243749
GSE129000,Aging-exacerbated demyelinating injury is associated with microglia-derived reactive oxygen species: alleviation by indapamide,bulk RNA-seq,60.0,usable with curation,12,6,0,,,,0.75,tissue,spinal cord,,age_inferred;qualitative_age;sex_not_reported,32030468,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE129000
GSE184573,CSN5 deletion in oligodendrocytes causes senescence-induced inflammation and neurodegeneration,bulk RNA-seq,60.0,usable with curation,12,0,0,1.31,1.31,,0.75,isolated cells,brain,oligodendrocyte,sex_not_reported;genotype_mixed,34874913,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE184573
GSE190486,Molecular and cognitive signatures of ageing partially restored through synthetic delivery of IL2 to the brain,bulk RNA-seq,60.0,usable with curation,12,0,0,4.0,24.0,,0.75,isolated cells,brain,,sex_not_reported;treatment_present,36975362,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE190486
GSE243746,SEX-DEPENDENT APOE4 NEUTROPHIL-MICROGLIA INTERACTIONS DRIVE COGNITIVE IMPAIRMENT IN ALZHEIMER'S DISEASE [Microglia_IL17RA],bulk RNA-seq,60.0,usable with curation,12,0,0,,,male,0.75,isolated cells,brain,microglia,no_age;single_sex;genotype_mixed,38961225,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE243746
GSE254228,ALS/FTD-linked TBK1 deficiency in microglia induces an aged-like microglial signature and drives social recognition deficits [Microdissected_Motor Neurons],bulk RNA-seq,60.0,usable with curation,12,0,6,20.0,20.0,,0.75,isolated cells,spinal cord,neuron,sex_not_reported;genotype_mixed,40858618,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE254228
GSE261906,An aging-sensitive compensatory neuroprotective factor that confers cognitive resilience,bulk RNA-seq,60.0,usable with curation,12,0,0,1.95,4.25,,0.75,tissue,hippocampus,,sex_not_reported;genotype_mixed,39211220,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE261906
GSE272765,Novel roles for the ectoenzyme CD38 in the maintenance of transcriptional and metabolic homeostasis in astrocytes,bulk RNA-seq,60.0,usable with curation,12,0,0,13.0,13.0,,0.75,isolated cells,midbrain,astrocyte,sex_not_reported;genotype_mixed,41400119,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE272765
GSE109297,The Effect of TLR2 Activation on  Transcriptome of IFN-induced Microglia,bulk RNA-seq,60.0,usable with curation,11,3,0,1.61,1.61,,0.75,isolated cells,,microglia,sex_not_reported;treatment_present,30131377,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE109297
GSE66211,Mecp2: an unexpected regulator of macrophage gene expression and function [RNA-Seq],bulk RNA-seq,60.0,usable with curation,11,7,0,2.53,2.53,,0.75,isolated cells,,"macrophage, microglia",sex_not_reported;genotype_mixed,25902482,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE66211
GSE104182,Functional aspects of meningeal lymphatics in ageing and Alzheimer's disease [2 of 3],bulk RNA-seq,60.0,usable with curation,10,5,0,2.0,2.0,,0.75,tissue,hippocampus,,sex_not_reported;treatment_present,30046111,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104182
GSE113351,Functional aspects of meningeal lymphatics in ageing and Alzheimer's disease [3 of 3],bulk RNA-seq,60.0,usable with curation,10,5,0,2.0,2.0,,0.75,tissue,hippocampus,,sex_not_reported;treatment_present,30046111,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE113351
GSE169216,Long-term Glatiramer Acetate Treatment Induces Subtle Changes in Microglial Transcriptome,bulk RNA-seq,60.0,usable with curation,10,0,0,,,female,0.75,isolated cells,hippocampus,microglia,no_age;single_sex;genotype_mixed;treatment_present,34744620,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE169216
GSE254233,BHLHE40/41 regulate microglia and peripheral macrophage responses associated with Alzheimer’s disease and other disorders of lipid-rich tissues,bulk RNA-seq,60.0,usable with curation,10,0,0,,,female,0.75,isolated cells,brain,microglia,no_age;single_sex;genotype_mixed,38448474,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE254233
GSE81230,RNAseq of microglia from Rab7 Mutants & Control and Wild-Type mice,bulk RNA-seq,60.0,usable with curation,10,7,0,2.3,15.0,,0.75,isolated cells,brain,microglia,sex_not_reported,27294511,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE81230
GSE94042,Microglial repopulation rewires and rejuvenates the aged brain,bulk RNA-seq,60.0,usable with curation,9,0,0,,,,0.75,tissue,brain,,qualitative_age;sex_not_reported;treatment_present,30276955,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE94042
GSE145446,Long term effects of COP1 deletion in microglia in vivo,bulk RNA-seq,60.0,usable with curation,6,0,3,,,,0.75,isolated cells,brain,microglia,age_inferred;qualitative_age;sex_not_reported;genotype_mixed,32795415,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE145446
GSE77471,Gamma oscillations attenuate amyloid pathology and trigger a protective microglia response in a mouse model of Alzheimer's disease,bulk RNA-seq,60.0,usable with curation,6,6,0,3.0,3.0,,0.75,tissue,hippocampus,,sex_not_reported,27929004,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE77471
GSE163055,Age and dietary fiber effect on mouse brain cells,bulk RNA-seq,60.0,usable with curation,4,0,0,,,,0.75,tissue,brain,,qualitative_age;sex_not_reported;treatment_present,35360677;36797287,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE163055
GSE215410,SIRT1 activation attenuates microglia-mediated synaptic engulfment in postoperative cognitive,bulk RNA-seq,60.0,usable with curation,4,0,0,12.0,12.0,,0.75,tissue,hippocampus,,sex_not_reported;treatment_present,36437988,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE215410
GSE285471,APOE genotype modifies the gene signature of microglial and astrocytic responses to aging,single-cell RNA-seq,59.5,not recommended,24,0,0,3.0,24.0,"female, male",1.0,tissue,brain,,single_cell;genotype_mixed;no_publication,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE285471
GSE250277,Cholesterol 25-hydroxylase mediates neuroinflammation and neurodegeneration in a mouse model of tauopathy,single-cell RNA-seq,59.5,not recommended,16,0,0,9.2,9.2,female,1.0,tissue,brain,,single_sex;single_cell;genotype_mixed;no_publication,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE250277
GSE293041,"Single-cell transcriptome analysis of wildtype, TREM2 knockout, GPR34 knock-out or TREM2/GPR34 double knock-out primary microglia from wildtype and APP knock-in mice (8 months)",single-cell RNA-seq,59.5,not recommended,10,0,0,8.0,8.0,male,1.0,isolated cells,brain,microglia,single_sex;pooled_samples;single_cell;no_publication,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE293041
GSE293116,"Single-cell transcriptome analysis of wildtype, TREM2 knockout, GPR34 knock-out or TREM2/GPR34 double knock-out primary microglia from wildtype and APP knock-in mice (17 months)",single-cell RNA-seq,59.5,not recommended,8,0,0,17.0,17.0,male,1.0,isolated cells,brain,microglia,single_sex;pooled_samples;single_cell;no_publication,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE293116
GSE293040,"Single-cell transcriptome analysis of wildtype, TREM2 knockout, GPR34 knock-out or TREM2/GPR34 double knock-out primary microglia from wildtype and APP knock-in mice (4 months)",single-cell RNA-seq,59.5,not recommended,6,6,0,4.0,4.0,male,1.0,isolated cells,brain,microglia,single_sex;pooled_samples;single_cell;no_publication,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE293040
GSE201652,single cell RNA sequencing of sham and 3 dpi spinal cords in mice,single-cell RNA-seq,59.5,not recommended,2,2,0,1.84,1.84,mixed,1.0,tissue,spinal cord,,pooled_samples;single_cell;no_publication;few_samples,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE201652
GSE261698,A glial circadian gene expression atlas reveals cell type and disease-specific reprogramming in response to amyloid pathology or aging,single-cell RNA-seq,58.2,not recommended,165,0,0,,,"female, male",0.7803,"isolated cells, tissue",cerebral cortex,"astrocyte, microglia",age_inferred;qualitative_age;single_cell;genotype_mixed,38853870,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE261698
GSE198013,Microglial NF-κB drives tau spreading and toxicity in a mouse model of tauopathy [bulk RNA-Seq],single-cell RNA-seq,58.0,not recommended,58,0,0,7.05,11.18,"female, male",0.7759,"isolated cells, tissue",brain,microglia,single_cell;genotype_mixed;treatment_present,35413950,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE198013
GSE315101,Soluble DLK1 secreted by telomere-shortening-induced senescent microglia impairs oligodendrocyte functions and alters neuronal activity [DLK1_snRNA-seq],single-cell RNA-seq,57.3,not recommended,27,0,0,8.0,24.0,"female, male",0.9444,"iPSC-derived, tissue",hippocampus,oligodendrocyte,ipsc_or_organoid;single_cell;genotype_mixed;no_publication;mixed_organisms,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE315101
GSE127892,"The major risk factors for Alzheimer’s disease: Age, Sex and Genes, modulate the microglia response to Aβ plaques (KW)",single-cell RNA-seq,57.0,not recommended,12288,0,0,,,"female, male",0.75,tissue,"cerebral cortex, hippocampus",,no_age;age_unit_missing;single_cell;genotype_mixed,31018141;38539015,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE127892
GSE127884,"The major risk factors for Alzheimer’s disease: Age, Sex and Genes, modulate the microglia response to Aβ plaques (CDEP)",single-cell RNA-seq,57.0,not recommended,3072,0,0,,,male,0.75,tissue,"cerebral cortex, hippocampus",,no_age;age_unit_missing;single_sex;single_cell;genotype_mixed,31018141;38539015,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE127884
GSE98969,Single cell RNA-seq identifies a unique microglia type associated with Alzheimer’s disease [RNA],single-cell RNA-seq,57.0,not recommended,97,0,0,1.0,20.0,,0.75,"isolated cells, tissue","brain, spinal cord",,sex_not_reported;single_cell;treatment_present,28602351,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE98969
GSE282329,Tlr7 Drives Sex Differences in Age- and AD-related Demyelination [snRNAseq],single-cell RNA-seq,57.0,not recommended,95,0,0,,,"female, male",0.75,tissue,hippocampus,,no_age;single_cell;genotype_mixed;treatment_present,39607927,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE282329
GSE261457,Single cell RNA sequencing of aging neural progenitors reveals loss of excitatory neuron potential and a population with transcriptional immune response (RNA-Seq),single-cell RNA-seq,57.0,not recommended,40,0,0,3.0,24.0,,0.75,tissue,"hippocampus, olfactory bulb, subventricular zone",,sex_not_reported;single_cell;genotype_mixed,39184324,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE261457
GSE262632,Sex-dependent APOE4 Neutrophil-microglia interactions drive cognitive impairment in Alzheimer's Disease,single-cell RNA-seq,57.0,not recommended,39,0,0,,,female,0.75,isolated cells,"blood, brain, spleen","microglia, neutrophil",no_age;single_sex;single_cell;genotype_mixed;treatment_present,38961225,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE262632
GSE171095,Reversal of Synapse Loss in Alzheimer Mouse Models by Targeting mGluR5 to Prevent Synaptic Tagging by C1q,single-cell RNA-seq,57.0,not recommended,32,0,0,,,"female, male",0.75,tissue,hippocampus,,no_age;single_cell;treatment_present,35648810,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE171095
GSE253582,"Transcriptional profiling of CD11b+ microglia isolated from cerebellum and olfactory bulb-removed brains of SAMP8 and SAMR1 mice at 2, 5, and 9 months of age.",single-cell RNA-seq,57.0,not recommended,18,0,0,,,female,0.75,isolated cells,brain,,no_age;single_sex;single_cell;multi_assay,38403918,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE253582
GSE178296,Transcriptome profiling of mouse brain microglia in Cnp null mice with 5xFAD background,single-cell RNA-seq,57.0,not recommended,16,4,0,6.0,6.0,,0.75,isolated cells,brain,microglia,sex_not_reported;single_cell;genotype_mixed,37258678,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE178296
GSE229418,Alzheimer’s disease-induced phagocytic microglia express a specific profile of coding and non-coding RNAs [lncRNA],single-cell RNA-seq,57.0,not recommended,16,0,0,2.0,6.0,,0.75,isolated cells,brain,microglia,age_inferred;sex_not_reported;single_cell;genotype_mixed;treatment_present,37828821,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE229418
