gse,title,organism,data_type,published,in_scope,exclusion_reason,fetch_error,score,tier,geo_url
GSE236032,Microglia-derived TGF-β1 ligand maintains microglia homeostasis via autocrine mechanism and is critical for normal cognitive function in adult mouse brain,Mus musculus,single-cell RNA-seq,2023-08-08,True,,,47.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE236032
GSE243018,T cell mediated microglia activation triggers myelin pathology in a model of amyloidosis,Mus musculus,single-cell RNA-seq,2024-05-10,True,,,47.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE243018
GSE252050,Genetic background variation impacts microglial heterogeneity and disease progression in amyotrophic lateral sclerosis model mice,Mus musculus,single-cell RNA-seq,2024-01-31,True,,,47.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE252050
GSE254915,TGF-β signaling mediates microglial resilience to age-dependent dorsal column myelin alterations,Mus musculus,single-cell RNA-seq,2025-08-31,True,,,47.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE254915
GSE266876,Single-cell m6A profiling in the mouse brain uncovers cell type-specific RNA methylomes and age-dependent differential methylation,Mus musculus,single-cell RNA-seq,2024-09-24,True,,,47.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE266876
GSE269748,A single-cell atlas deconstructs heterogeneity across multiple models in murine traumatic brain injury and identifies novel cell-specific targets,Mus musculus,single-cell RNA-seq,2024-07-02,True,,,47.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE269748
GSE272344,Lithium Deficiency and the Onset of Alzheimer’s Disease,Mus musculus,single-cell RNA-seq,2025-06-09,True,,,47.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE272344
GSE275326,Lithium Deficiency and the Onset of Alzheimer’s Disease,Mus musculus,single-cell RNA-seq,2025-06-12,True,,,47.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE275326
GSE283362,Microglia activation orchestrates CXCL10-mediated CD8+ T cell recruitment to promote aging-related white matter degeneration (fixed scRNA-seq),Mus musculus,single-cell RNA-seq,2025-03-07,True,,,47.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE283362
GSE286095,"Loss of ATG7 in Microglia Impairs UPR, Triggers Ferroptosis and Weakens Amyloid Pathology Control [bulk RNA-seq]",Mus musculus,single-cell RNA-seq,2025-01-30,True,,,47.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE286095
GSE295788,Lithium Deficiency and the Onset of Alzheimer’s Disease [3xTG_LiO],Mus musculus,single-cell RNA-seq,2025-06-12,True,,,47.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE295788
GSE302157,scRNA-Seq of Retinal microglia from 6 months old Balb/c mice infected with MCMV at birth,Mus musculus,single-cell RNA-seq,2026-01-29,True,,,47.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE302157
GSE304771,scRNA-seq of microglia from Cx3cr1CreERT2(Litt) adult mice reveals gene expression profile after TAM treatment.,Mus musculus,single-cell RNA-seq,2025-08-15,True,,,47.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE304771
GSE312732,Tomatidine is a senotherapeutic compound that improves cognitive function and reduces cellular senescence in aged mice,Mus musculus,single-cell RNA-seq,2026-04-03,True,,,47.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE312732
GSE319875,"Astro- versus microglia-enriched transcriptomes from aged  Atxn2-CAG100-knockin mice suggest underlying pathology of RNA processing at ribosomes, and possibly at U-bodies [panRNAseq]",Mus musculus,single-cell RNA-seq,2026-05-15,True,,,47.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE319875
GSE106620,Long-term neuroinflammation induced by influenza A virus infection and the impact on hippocampal neuron morphology and function,Mus musculus,microarray,2018-12-31,True,,,46.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE106620
GSE129296,Expression data from microglia in Abeta and TAU mouse models of Alzheimer Disease,Mus musculus,microarray,2021-03-03,True,,,46.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE129296
GSE135999,NAD+ supplementation normalizes neuroinflammation and senescence via the cGAS-STING pathway,Mus musculus,microarray,2021-08-25,True,,,46.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE135999
GSE292830,Monocytes can efficiently replace all brain macrophages and instruct different microglial identities depending on their origin,Mus musculus,single-cell RNA-seq,2025-04-22,True,,,45.8,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE292830
GSE276929,Aurka-Bhlhe41 axis prevents premature aging-like microglial dysfunction and promotes remyelination,Mus musculus,microarray,2026-02-18,True,,,44.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE276929
GSE179721,Minimizing the ex vivo confounds of cell-isolation techniques on transcriptomic profiles of purified microglia,Mus musculus,bulk RNA-seq,2021-09-30,True,,,42.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE179721
GSE183050,RNAseq of isolated astrocytes and microglia from APPPS1E4fl/fl mice following astroycte APOE removal,Mus musculus,bulk RNA-seq,2021-09-30,True,,,42.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE183050
GSE199217,Microglial Piezo1 senses  Aβ fibrils stiffness to restrict Alzheimer’s disease,Mus musculus,bulk RNA-seq,2022-03-26,True,,,42.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE199217
GSE215438,Effect of Bacteroides fragilis administration on microglia in WT and the APP-PS1 model of Alzheimer's disease [Bfrag],Mus musculus,bulk RNA-seq,2024-10-12,True,,,42.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE215438
GSE215439,Effect of metronidazole on microglial gene expression and gut microbiome composition in the 5XFAD mice model of Alzheimer's disease,Mus musculus,bulk RNA-seq,2024-10-12,True,,,42.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE215439
GSE233951,Dynamics of reactive astrocytes fosters tissue regeneration after cuprizone-induced demyelination [RNA-seq I],Mus musculus,bulk RNA-seq,2023-07-11,True,,,42.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE233951
GSE235076,Microglial apolipoprotein E particles contribute to neuronal senescence and synaptotoxicity,Mus musculus,bulk RNA-seq,2025-06-30,True,,,42.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE235076
GSE236805,Dynamics of reactive astrocytes fosters tissue regeneration after cuprizone-induced demyelination [RNA-seq II],Mus musculus,bulk RNA-seq,2023-07-11,True,,,42.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE236805
GSE252873,Intermittent fasting reduces alpha-synuclein pathology and functional decline in a mouse model of Parkinson’s disease [sham],Mus musculus,bulk RNA-seq,2025-01-03,True,,,42.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE252873
GSE266053,Immunometabolic dysregulation in microglia drives brain ageing via neuroimmune cGAS-STING,Mus musculus,bulk RNA-seq,2025-04-28,True,,,42.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE266053
GSE269720,Fate-mapping and functional dissection reveal perilous influence of type I interferon signaling in mouse brain aging,Mus musculus,bulk RNA-seq,2024-06-19,True,,,42.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE269720
GSE270941,Repeated exposure to lidocaine induces hippocampal synaptic and cognitive impairment in aged mice by activating microglia and neurotoxic A1astrocytes,Mus musculus,bulk RNA-seq,2024-07-01,True,,,42.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE270941
GSE275072,Decreased sialylation in the mouse retina elicits complement-related microglia response and bipolar cell loss,Mus musculus,bulk RNA-seq,2025-09-15,True,,,42.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE275072
GSE277245,Innate immune signaling by ZBP1-RIPK1 axis drives neuroinflammation in Alzheimer's disease,Mus musculus,bulk RNA-seq,2025-08-22,True,,,42.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE277245
GSE279995,Rheb modulates mTORC1-independent metabolism is essential for lysosomal function in microglia,Mus musculus,bulk RNA-seq,2026-06-01,True,,,42.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE279995
GSE282544,Immune Checkpoint PD-L1 Modulates Retinal Microglial Activation to Alleviate Vascular Leakage in Choroidal Neovascularization via ERK,Mus musculus,bulk RNA-seq,2025-11-01,True,,,42.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE282544
GSE301244,Bioinformatic analysis identifies RGS10 as a modulator of BV-2 cell migration,Mus musculus,bulk RNA-seq,2025-07-08,True,,,42.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE301244
GSE320423,lncRNA 3222401L13Rik/ENSG00000272070 modulates microglial inflammatory programs in association with PU.1,Mus musculus,bulk RNA-seq,2026-03-16,True,,,42.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE320423
GSE324086,Hereditary spastic paraplegia (HSP) gene 11 (SPG11) attenuates lipid accumulation in myeloid cells and neuroinflammation independent of α-synuclein pathology,Mus musculus,bulk RNA-seq,2026-06-26,True,,,42.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE324086
GSE338200,Cannabidiol reverses microglial exhaustion in aged Gulf War Illness mice,Mus musculus,bulk RNA-seq,2026-07-14,True,,,42.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE338200
GSE338411,Transcriptomic changes in the mouse olfactory bulb following peripheral SARS-CoV-2 infection,Mus musculus,bulk RNA-seq,2026-07-18,True,,,42.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE338411
GSE345471,Compartment-Specific Inhibition of Cytosolic Cathepsin B Mitigates Microglial Senescence in the Aging Brain [AOMK RNA-Seq],Mus musculus,bulk RNA-seq,2026-09-03,True,,,42.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE345471
GSE212606,A global view of aging and Alzheimer’s pathogenesis-associated cell population dynamics in mammalian brain,Mus musculus; Homo sapiens,single-cell RNA-seq,2023-05-26,True,,,42.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE212606
GSE216209,GPR34 senses demyelination to promote neuroinflammation and cognition impairment in Alzheimer's disease,Mus musculus,bulk RNA-seq,2025-02-05,True,,,40.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE216209
GSE223018,Transcriptional responses to deep cerebellar nuclei (DCN) and entorhinal cortex (EC) protein homogenates in cultured microglia,Mus musculus,bulk RNA-seq,2023-08-31,True,,,40.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE223018
GSE226532,Ethanol Induced Cerebellar Transcriptomic Changes in a Postnatal Model of Fetal Alcohol Spectrum Disorders: Focus on Disease Onset,Mus musculus,bulk RNA-seq,2023-03-07,True,,,40.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE226532
GSE247222,Enhanced meningeal lymphatic drainage ameliorates lipopolysaccharide-induced brain injury in aged mice,Mus musculus,bulk RNA-seq,2023-11-30,True,,,40.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE247222
GSE271791,Intermittent fasting alleviates photoreceptor degeneration and retina inflammation in oxidative stress-induced model of Age-Related Macular Degeneration,Mus musculus,bulk RNA-seq,2024-07-09,True,,,40.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE271791
GSE285073,Meningeal lymphatics-microglia axis regulates synaptic physiology [acz.vehicle],Mus musculus,bulk RNA-seq,2025-05-29,True,,,40.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE285073
GSE165306,Transcriptional signature in microglia associated with Aβ plaque phagocytosis,Homo sapiens; Mus musculus,bulk RNA-seq,2021-01-31,True,,,39.6,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE165306
GSE179611,Microglia aging progresses through functional intermediate steps II,Mus musculus,single-cell RNA-seq,2024-07-04,True,,,39.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE179611
GSE190007,Microglia aging progresses through functional intermediate steps.,Mus musculus,single-cell RNA-seq,2024-07-04,True,,,39.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE190007
GSE254835,Anxiety-like behavior and altered hippocampal activity in a transgenic mouse model of Fabry disease,Mus musculus,single-cell RNA-seq,2025-06-01,True,,,39.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE254835
GSE255329,The retrotransposable element-silencing factor Daxx controls microglia identity and function in the adult brain,Mus musculus,single-cell RNA-seq,2026-06-22,True,,,39.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE255329
GSE276607,The retrotransposable element-silencing factor Daxx controls microglia identity and function in the adult brain [RNA-seq],Mus musculus,single-cell RNA-seq,2026-06-22,True,,,39.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE276607
GSE312503,Characterization of cellular responses of Ptpn6 (SHP-1) cKO in hippocampus by scRNA-seq,Mus musculus,single-cell RNA-seq,2026-03-26,True,,,39.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE312503
GSE320070,Brain-Engrafted Monocyte-derived Macrophages from Blood and Skull-Bone Marrow Exhibit Distinct Properties [scRNA_DR3X],Mus musculus,single-cell RNA-seq,2026-03-11,True,,,39.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE320070
GSE327962,"Effects of CRISPR-mediated knockout of Mitf, Tfe3 and Tfeb on the transcriptome of mouse BMDMs from WT and Grn KO animals [hex001130]",Mus musculus,single-cell RNA-seq,2026-07-20,True,,,39.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE327962
GSE341988,Sequential pathogen exposure normalizes the brain neuroimmune microenvironment and reveals a tissue-resident memory CD8 T cell-microglia axis shaping adult neurogenesis,Mus musculus,single-cell RNA-seq,2026-07-31,True,,,39.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE341988
GSE79374,Single-cell RNAseq of mouse brain tissues across 3 developmental time points,Mus musculus,single-cell RNA-seq,2019-08-31,True,,,39.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE79374
GSE345470,Compartment-Specific Inhibition of Cytosolic Cathepsin B Mitigates Microglial Senescence in the Aging Brain [MG6MG7PAL RNA-Seq],Mus musculus,bulk RNA-seq,2026-09-03,True,,,37.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE345470
GSE189226,Type I Interferon Signaling Mediates Microglial Dysfunction and Senescence in Human-Mouse Chimeric Brain Models of Down Syndrome and Alzheimer’s Disease [single-cell RNA-seq],Homo sapiens; Mus musculus,single-cell RNA-seq,2022-07-08,True,,,37.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE189226
GSE226292,TREM2 inhibition triggers anti-tumor cell activity of myeloid cells in glioblastoma [scRNA],Mus musculus,single-cell RNA-seq,2023-05-12,True,,,37.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE226292
GSE267933,Hippocampal single-cell atlas screening unveils disrupted neuroglial system in postoperative cognitive impairment,Mus musculus,single-cell RNA-seq,2024-11-14,True,,,37.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE267933
GSE290806,Spatial and single-cell transcriptomics reveal the reorganization of cerebellar microglia with aging,Mus musculus,single-cell RNA-seq,2025-12-06,True,,,37.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE290806
GSE310804,Transcriptomic features of GFP+ RPE cells in Serpine-Gfp heterozygous mice at 2 months I,Mus musculus,single-cell RNA-seq,2026-04-30,True,,,37.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE310804
GSE322681,Spatial transcriptomics reveals molecular mechanisms underlying neuroinflammatory and neurodegenerative sequelae of immune checkpoint inhibition [RNA-Seq],Mus musculus,single-cell RNA-seq,2026-06-09,True,,,37.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE322681
GSE247435,Schwann cell-specific ablation of Beclin 1 impairs peripheral myelination and leads to a progressive motor and sensory neuropathy,Mus musculus,microarray,2024-12-20,True,,,34.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE247435
GSE245470,Inactivation of Gas6/Axl signaling aggravated Microglia-Astrocyte cross regulation after spinal cord injury,Mus musculus,bulk RNA-seq,2023-10-21,True,,,32.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE245470
GSE87531,Effects of aged garlic extract (AGE) and FruArg on lipopolysaccharide-induced genetic response in microglial cells using gene expression profiling,Mus musculus,bulk RNA-seq,2016-10-01,True,,,32.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE87531
GSE99537,Modulation of Macrophage Subpopulation Response in Radiation-Treated Gliomas Circumvents Tumor Recurrence ,Mus musculus,bulk RNA-seq,2019-05-31,True,,,32.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE99537
GSE304010,A transcriptomic microglia taxonomy across mouse and human pathologies,Mus musculus,single-cell RNA-seq,2026-02-09,True,,,31.9,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE304010
GSE233983,Spatial transcriptomics of the aging mouse brain reveals origins of inflammation in the white matter,Mus musculus,bulk RNA-seq,2025-01-02,True,,,30.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE233983
GSE327682,Aging Drives Region-Specific Metabolic Changes in Gut Muscularis Macrophages,Mus musculus,single-cell RNA-seq,2026-09-01,True,,,29.5,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE327682
GSE243788,snRNA-Seq of optic nerve from two models of inducible demyelination.,Mus musculus,single-cell RNA-seq,2024-09-12,True,,,27.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE243788
GSE289098,"Inflammation associated microglial expansion disrupts hippocampal glial network communication, driving postoperative neurocognitive impairment",Mus musculus,single-cell RNA-seq,2025-11-02,True,,the SOFT response contained no samples,27.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE289098
GSE310812,Transcriptomic features of GFP+ RPE cells in Serpine-Gfp heterozygous mice at 2 months III,Mus musculus,single-cell RNA-seq,2026-04-30,True,,,27.0,not recommended,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE310812
GSE103727,Gene expression of macrophages and microglia from naïve or MHV infected mouse brains,Mus musculus,bulk RNA-seq,2018-02-28,False,SuperSeries (its SubSeries are assessed on their own),,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE103727
GSE107792,Mononuclear phagocytes locally specify and adapt their phenotype in the inflamed central nervous system,Mus musculus,bulk RNA-seq,2018-09-05,False,SuperSeries (its SubSeries are assessed on their own),,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE107792
GSE110166,"HDAC1/2 are required for microglia identity during development, homeostasis and neurodegeneration in a context-dependent manner [ChIP inducible knockout on FAD background]",Mus musculus,chromatin profiling,2018-03-14,False,data type out of scope (chromatin profiling),,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE110166
GSE115626,Aging retains neural stem cells in a dormant state,Mus musculus,bulk RNA-seq,2019-02-28,False,SuperSeries (its SubSeries are assessed on their own),,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE115626
GSE122768,"Engrafted parenchymal brain macrophages differ from microglia in transcriptome, chromatin landscape and response to challenge (ATAC-Seq)",Mus musculus,chromatin profiling,2018-11-21,False,data type out of scope (chromatin profiling),,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE122768
GSE130627,TREM2 regulates microglial cholesterol metabolism upon chronic phagocytic challenge,Mus musculus,bulk RNA-seq,2019-12-21,False,SuperSeries (its SubSeries are assessed on their own),,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE130627
GSE130960,Cx3cr1-deficient microglia exhibit a premature aging transcriptome,Mus musculus,chromatin profiling,2019-10-01,False,data type out of scope (chromatin profiling),,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE130960
GSE144081,qPCR profiling of mouse immune cell miRNAs,Mus musculus,other,2020-01-23,False,data type out of scope (other),,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE144081
GSE164676,C9orf72 deficiency promotes microglial mediated synaptic loss in aging and amyloid accumulation,Mus musculus,bulk RNA-seq,2022-06-15,False,SuperSeries (its SubSeries are assessed on their own),,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE164676
GSE168756,Age-associated suppression of exploratory activity during sickness is linked to meningeal lymphatic dysfunction and microglia activation,Mus musculus,bulk RNA-seq,2022-06-12,False,SuperSeries (its SubSeries are assessed on their own),,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE168756
